area_id,date,time_slice,passers_by,unique_passers_by
R022C007,2026-09-21,"[23:00,00:00)",243,170
R014C020,2026-09-21,"[13:00,14:00)",920,635
R007C007,2026-09-21,"[03:00,04:00)",2852,2318
R017C015,2026-09-21,"[08:00,09:00)",1932,1799
R008C005,2026-09-21,"[05:00,06:00)",10526,8249
R004C009,2026-09-21,"[02:00,03:00)",25,22
R018C005,2026-09-21,"[19:00,20:00)",1139,1032
R011C012,2026-09-21,"[12:00,13:00)",49933,38085
R016C009,2026-09-21,"[05:00,06:00)",1018,843
R008C010,2026-09-21,"[05:00,06:00)",3323,3089
R009C008,2026-09-21,"[11:00,12:00)",54363,42117
R006C017,2026-09-21,"[18:00,19:00)",6937,5504
R014C011,2026-09-21,"[19:00,20:00)",32670,25933
R014C019,2026-09-21,"[14:00,15:00)",4086,2923
R003C015,2026-09-21,"[22:00,23:00)",626,346
R015C008,2026-09-21,"[08:00,09:00)",4333,3770
R004C015,2026-09-21,"[09:00,10:00)",7923,5550
R020C004,2026-09-21,"[12:00,13:00)",3380,2429
R007C015,2026-09-21,"[06:00,07:00)",12078,10298
R020C009,2026-09-21,"[16:00,17:00)",22734,15299
R013C010,2026-09-21,"[04:00,05:00)",1446,1169
R009C013,2026-09-21,"[21:00,22:00)",23123,19671
R003C018,2026-09-21,"[02:00,03:00)",212,164
R013C014,2026-09-21,"[06:00,07:00)",12639,10209
R014C006,2026-09-21,"[14:00,15:00)",4416,3014
R012C021,2026-09-21,"[14:00,15:00)",4637,4181
R015C020,2026-09-21,"[13:00,14:00)",3842,3022
R010C015,2026-09-21,"[07:00,08:00)",54002,42155
R010C016,2026-09-21,"[08:00,09:00)",57320,44212
R021C015,2026-09-21,"[21:00,22:00)",13,13
R011C018,2026-09-21,"[15:00,16:00)",42135,29567
R003C009,2026-09-21,"[06:00,07:00)",261,261
R012C006,2026-09-21,"[03:00,04:00)",1079,754
R014C014,2026-09-21,"[07:00,08:00)",63244,51542
R005C017,2026-09-21,"[20:00,21:00)",3907,3308
R017C000,2026-09-21,"[23:00,00:00)",24,12
R010C007,2026-09-21,"[11:00,12:00)",82260,65892
R016C005,2026-09-21,"[07:00,08:00)",1242,1174
R008C008,2026-09-21,"[18:00,19:00)",50129,43023
R007C016,2026-09-21,"[13:00,14:00)",4739,3808
R013C007,2026-09-21,"[15:00,16:00)",12597,9417
R019C014,2026-09-21,"[03:00,04:00)",165,82
R011C011,2026-09-21,"[09:00,10:00)",101776,78996
R004C007,2026-09-21,"[20:00,21:00)",11994,9772
R022C011,2026-09-21,"[02:00,03:00)",171,76
R014C011,2026-09-21,"[13:00,14:00)",43290,31598
R013C018,2026-09-21,"[08:00,09:00)",29445,23282
R023C009,2026-09-21,"[14:00,15:00)",5936,4243
R003C014,2026-09-21,"[14:00,15:00)",1337,880
R003C008,2026-09-21,"[14:00,15:00)",461,438
R008C012,2026-09-21,"[15:00,16:00)",59406,50950
R014C019,2026-09-21,"[08:00,09:00)",4526,3610
R015C006,2026-09-21,"[22:00,23:00)",87,87
R014C002,2026-09-21,"[13:00,14:00)",2787,2016
R004C011,2026-09-21,"[23:00,00:00)",2488,1881
R018C008,2026-09-21,"[07:00,08:00)",2517,2208
R017C003,2026-09-21,"[14:00,15:00)",185,185
R013C005,2026-09-21,"[19:00,20:00)",7248,5606
R013C011,2026-09-21,"[23:00,00:00)",13731,10800
R017C012,2026-09-21,"[08:00,09:00)",7559,6114
R012C006,2026-09-21,"[17:00,18:00)",35324,26294
R019C010,2026-09-21,"[16:00,17:00)",28206,21480
R021C004,2026-09-21,"[15:00,16:00)",648,460
R014C009,2026-09-21,"[04:00,05:00)",632,563
R004C009,2026-09-21,"[18:00,19:00)",636,517
R023C012,2026-09-21,"[13:00,14:00)",3043,2781
R014C008,2026-09-21,"[16:00,17:00)",14370,12337
R024C004,2026-09-21,"[05:00,06:00)",52,52
R014C008,2026-09-21,"[20:00,21:00)",2938,2086
R016C006,2026-09-21,"[03:00,04:00)",105,105
R004C015,2026-09-21,"[19:00,20:00)",7519,5191
R024C008,2026-09-21,"[09:00,10:00)",2426,1898
R018C001,2026-09-21,"[22:00,23:00)",98,86
R017C001,2026-09-21,"[18:00,19:00)",137,125
R016C003,2026-09-21,"[14:00,15:00)",275,275
R024C008,2026-09-21,"[17:00,18:00)",6080,4553
R015C020,2026-09-21,"[04:00,05:00)",272,244
R015C021,2026-09-21,"[22:00,23:00)",2039,1713
R014C021,2026-09-21,"[12:00,13:00)",2482,2023
R005C008,2026-09-21,"[07:00,08:00)",26846,22052
R014C003,2026-09-21,"[22:00,23:00)",180,169
R006C007,2026-09-21,"[22:00,23:00)",7374,5516
R014C016,2026-09-21,"[17:00,18:00)",24513,21403
R011C006,2026-09-21,"[12:00,13:00)",54768,39961
R008C009,2026-09-21,"[03:00,04:00)",3472,2898
R017C001,2026-09-21,"[07:00,08:00)",77,77
R009C000,2026-09-21,"[11:00,12:00)",981,918
R012C001,2026-09-21,"[20:00,21:00)",7013,6047
R015C017,2026-09-21,"[10:00,11:00)",36576,28426
R016C002,2026-09-21,"[17:00,18:00)",115,115
R004C008,2026-09-21,"[06:00,07:00)",3127,2536
R011C014,2026-09-21,"[18:00,19:00)",76822,56759
R007C009,2026-09-21,"[02:00,03:00)",2435,1836
R022C005,2026-09-21,"[19:00,20:00)",32,32
R020C011,2026-09-21,"[16:00,17:00)",16643,13534
R015C002,2026-09-21,"[11:00,12:00)",2228,1659
R014C005,2026-09-21,"[06:00,07:00)",2822,2244
R011C000,2026-09-21,"[06:00,07:00)",11617,11488
R018C008,2026-09-21,"[17:00,18:00)",2563,2226
R016C006,2026-09-21,"[10:00,11:00)",810,751
R010C016,2026-09-21,"[13:00,14:00)",40546,29587
R006C013,2026-09-21,"[03:00,04:00)",772,536
R009C001,2026-09-21,"[10:00,11:00)",2423,2315
R024C007,2026-09-21,"[06:00,07:00)",261,250
R010C014,2026-09-21,"[20:00,21:00)",33997,25243
R007C008,2026-09-21,"[17:00,18:00)",89726,71710
R004C016,2026-09-21,"[08:00,09:00)",23081,19672
R019C010,2026-09-21,"[10:00,11:00)",19782,13778
R021C014,2026-09-21,"[17:00,18:00)",1183,1010
R016C014,2026-09-21,"[08:00,09:00)",1035,987
R024C004,2026-09-21,"[18:00,19:00)",21,21
R003C018,2026-09-21,"[19:00,20:00)",11305,10405
R005C006,2026-09-21,"[18:00,19:00)",18603,13147
R011C008,2026-09-21,"[20:00,21:00)",50002,39625
R019C014,2026-09-21,"[14:00,15:00)",2419,2114
R003C012,2026-09-21,"[21:00,22:00)",9448,8271
R010C008,2026-09-21,"[11:00,12:00)",126253,90492
R021C011,2026-09-21,"[13:00,14:00)",2079,1935
R009C012,2026-09-21,"[21:00,22:00)",25365,22076
R019C002,2026-09-21,"[08:00,09:00)",3014,1696
R004C012,2026-09-21,"[03:00,04:00)",1499,1413
R023C007,2026-09-21,"[14:00,15:00)",1836,1227
R011C013,2026-09-21,"[06:00,07:00)",24833,20372
R010C014,2026-09-21,"[10:00,11:00)",40814,30743
R016C020,2026-09-21,"[21:00,22:00)",9794,8717
R016C004,2026-09-21,"[11:00,12:00)",3257,2592
R016C012,2026-09-21,"[08:00,09:00)",30333,24031
R012C016,2026-09-21,"[15:00,16:00)",18438,16410
R023C007,2026-09-21,"[17:00,18:00)",4322,3327
R007C005,2026-09-21,"[05:00,06:00)",1948,1404
R015C000,2026-09-21,"[12:00,13:00)",145,110
R017C014,2026-09-21,"[07:00,08:00)",931,848
R008C008,2026-09-21,"[09:00,10:00)",45905,39088
R014C007,2026-09-21,"[19:00,20:00)",5614,4288
R015C017,2026-09-21,"[09:00,10:00)",44930,35266
R022C013,2026-09-21,"[11:00,12:00)",1876,1622
R010C017,2026-09-21,"[07:00,08:00)",47727,37442
R017C006,2026-09-21,"[21:00,22:00)",335,323
R011C013,2026-09-21,"[13:00,14:00)",63253,48392
R010C015,2026-09-21,"[19:00,20:00)",45790,32020
R002C018,2026-09-21,"[17:00,18:00)",24250,19961
R019C006,2026-09-21,"[03:00,04:00)",695,394
R006C009,2026-09-21,"[09:00,10:00)",15749,12538
R025C011,2026-09-21,"[13:00,14:00)",1621,1209
R018C006,2026-09-21,"[21:00,22:00)",2107,1828
R022C010,2026-09-21,"[19:00,20:00)",4231,3978
R011C012,2026-09-21,"[19:00,20:00)",43179,35024
R014C014,2026-09-21,"[21:00,22:00)",24793,19766
R004C013,2026-09-21,"[18:00,19:00)",8033,6030
R009C011,2026-09-21,"[23:00,00:00)",14886,12043
R011C012,2026-09-21,"[18:00,19:00)",60164,48713
R007C012,2026-09-21,"[12:00,13:00)",36899,29127
R020C013,2026-09-21,"[20:00,21:00)",1671,1319
R011C004,2026-09-21,"[08:00,09:00)",36824,29360
R016C013,2026-09-21,"[07:00,08:00)",5205,4521
R023C006,2026-09-21,"[19:00,20:00)",1456,913
R015C015,2026-09-21,"[18:00,19:00)",45395,35146
R019C009,2026-09-21,"[13:00,14:00)",7630,5528
R017C018,2026-09-21,"[08:00,09:00)",6046,5661
R016C002,2026-09-21,"[15:00,16:00)",124,104
R025C011,2026-09-21,"[21:00,22:00)",1100,865
R011C005,2026-09-21,"[10:00,11:00)",32105,21953
R017C006,2026-09-21,"[13:00,14:00)",1281,1145
R005C011,2026-09-21,"[22:00,23:00)",7510,6183
R021C008,2026-09-21,"[16:00,17:00)",8229,6755
R025C011,2026-09-21,"[20:00,21:00)",1893,1446
R021C004,2026-09-21,"[12:00,13:00)",651,534
R015C012,2026-09-21,"[14:00,15:00)",28443,23099
R014C021,2026-09-21,"[02:00,03:00)",99,47
R019C008,2026-09-21,"[20:00,21:00)",994,763
R013C005,2026-09-21,"[02:00,03:00)",534,299
R010C016,2026-09-21,"[11:00,12:00)",35717,26225
R022C005,2026-09-21,"[07:00,08:00)",84,84
R005C013,2026-09-21,"[12:00,13:00)",3077,2455
R015C011,2026-09-21,"[07:00,08:00)",22299,19166
R019C007,2026-09-21,"[21:00,22:00)",1962,1406
R016C013,2026-09-21,"[21:00,22:00)",1977,1614
R014C006,2026-09-21,"[20:00,21:00)",2193,1546
R022C008,2026-09-21,"[11:00,12:00)",6334,3834
R015C002,2026-09-21,"[16:00,17:00)",3362,2531
R010C000,2026-09-21,"[02:00,03:00)",384,302
R021C010,2026-09-21,"[09:00,10:00)",10238,8827
R016C011,2026-09-21,"[16:00,17:00)",23767,20236
R015C000,2026-09-21,"[17:00,18:00)",205,194
R014C002,2026-09-21,"[22:00,23:00)",1262,814
R020C005,2026-09-21,"[15:00,16:00)",8298,5630
R014C004,2026-09-21,"[08:00,09:00)",6743,5590
R008C018,2026-09-21,"[13:00,14:00)",4724,2655
R007C015,2026-09-21,"[15:00,16:00)",20635,16355
R017C016,2026-09-21,"[04:00,05:00)",147,123
R005C016,2026-09-21,"[02:00,03:00)",518,343
R025C009,2026-09-21,"[19:00,20:00)",1584,1079
R025C007,2026-09-21,"[23:00,00:00)",60,20
R011C017,2026-09-21,"[18:00,19:00)",43197,34957
R006C010,2026-09-21,"[04:00,05:00)",1151,941
R020C011,2026-09-21,"[07:00,08:00)",18291,16202
R019C010,2026-09-21,"[13:00,14:00)",21833,15679
R005C013,2026-09-21,"[16:00,17:00)",3389,2835
R017C008,2026-09-21,"[02:00,03:00)",147,123
R017C014,2026-09-21,"[16:00,17:00)",740,677
R009C013,2026-09-21,"[14:00,15:00)",67084,52871
R015C019,2026-09-21,"[11:00,12:00)",11814,10570
R009C018,2026-09-21,"[18:00,19:00)",7246,6275
R014C017,2026-09-21,"[22:00,23:00)",5655,4759
R016C019,2026-09-21,"[22:00,23:00)",7001,6210
R017C015,2026-09-21,"[17:00,18:00)",2284,2183
R022C013,2026-09-21,"[23:00,00:00)",184,148
R004C008,2026-09-21,"[04:00,05:00)",372,316
R012C014,2026-09-21,"[02:00,03:00)",2251,1254
R016C018,2026-09-21,"[22:00,23:00)",5308,4837
R008C017,2026-09-21,"[04:00,05:00)",45,45
R007C013,2026-09-21,"[10:00,11:00)",48399,39115
R017C018,2026-09-21,"[02:00,03:00)",79,79
R018C010,2026-09-21,"[04:00,05:00)",1149,812
R011C006,2026-09-21,"[10:00,11:00)",48513,34933
R019C011,2026-09-21,"[09:00,10:00)",21625,15818
R011C005,2026-09-21,"[06:00,07:00)",11696,9686
R007C017,2026-09-21,"[04:00,05:00)",486,372
R011C007,2026-09-21,"[13:00,14:00)",77767,56234
R023C012,2026-09-21,"[04:00,05:00)",121,121
R017C015,2026-09-21,"[16:00,17:00)",1804,1713
R013C020,2026-09-21,"[08:00,09:00)",2565,1865
R011C003,2026-09-21,"[14:00,15:00)",23794,18254
R016C008,2026-09-21,"[12:00,13:00)",7180,4751
R025C008,2026-09-21,"[11:00,12:00)",243,166
R006C015,2026-09-21,"[23:00,00:00)",3298,2809
R007C014,2026-09-21,"[02:00,03:00)",1965,1276
R006C010,2026-09-21,"[14:00,15:00)",25887,20808
R017C006,2026-09-21,"[09:00,10:00)",778,754
R004C016,2026-09-21,"[18:00,19:00)",18918,16523
R001C019,2026-09-21,"[09:00,10:00)",20247,15814
R020C015,2026-09-21,"[15:00,16:00)",121,121
R010C014,2026-09-21,"[22:00,23:00)",12737,9330
R003C007,2026-09-21,"[06:00,07:00)",8353,7648
R003C013,2026-09-21,"[06:00,07:00)",7736,6942
R009C004,2026-09-21,"[19:00,20:00)",41543,33126
R018C009,2026-09-21,"[14:00,15:00)",6328,3826
R019C004,2026-09-21,"[14:00,15:00)",4923,3255
R006C008,2026-09-21,"[17:00,18:00)",50590,37052
R022C008,2026-09-21,"[09:00,10:00)",5663,3684
R019C005,2026-09-21,"[23:00,00:00)",1085,795
R007C014,2026-09-21,"[05:00,06:00)",6375,5127
R024C009,2026-09-21,"[12:00,13:00)",2827,2100
R005C014,2026-09-21,"[22:00,23:00)",5464,3902
R010C013,2026-09-21,"[04:00,05:00)",2588,1915
R010C014,2026-09-21,"[13:00,14:00)",50556,36994
R019C008,2026-09-21,"[13:00,14:00)",2409,1700
R011C003,2026-09-21,"[23:00,00:00)",3828,2959
R016C009,2026-09-21,"[07:00,08:00)",8173,6468
R007C005,2026-09-21,"[18:00,19:00)",29773,19855
R018C016,2026-09-21,"[06:00,07:00)",929,786
R017C013,2026-09-21,"[07:00,08:00)",4296,3243
R013C017,2026-09-21,"[13:00,14:00)",23016,16576
R015C001,2026-09-21,"[15:00,16:00)",541,418
R004C012,2026-09-21,"[09:00,10:00)",26477,21506
R012C018,2026-09-21,"[21:00,22:00)",8815,7179
R013C009,2026-09-21,"[23:00,00:00)",3505,2730
R010C000,2026-09-21,"[12:00,13:00)",13427,12369
R007C016,2026-09-21,"[09:00,10:00)",5146,4253
R018C011,2026-09-21,"[11:00,12:00)",5769,5011
R009C002,2026-09-21,"[13:00,14:00)",23055,19581
R022C011,2026-09-21,"[04:00,05:00)",168,156
R003C013,2026-09-21,"[14:00,15:00)",16473,13842
R023C010,2026-09-21,"[21:00,22:00)",541,463
R016C015,2026-09-21,"[04:00,05:00)",24,24
R008C004,2026-09-21,"[13:00,14:00)",85596,59258
R025C008,2026-09-21,"[08:00,09:00)",513,418
R014C016,2026-09-21,"[13:00,14:00)",17586,15080
R017C017,2026-09-21,"[08:00,09:00)",3796,3521
R015C015,2026-09-21,"[16:00,17:00)",46385,37467
R025C009,2026-09-21,"[13:00,14:00)",1391,978
R019C010,2026-09-21,"[18:00,19:00)",28846,23037
R009C016,2026-09-21,"[09:00,10:00)",24736,20882
R017C015,2026-09-21,"[05:00,06:00)",232,208
R013C020,2026-09-21,"[04:00,05:00)",289,167
R023C009,2026-09-21,"[07:00,08:00)",7293,6087
R022C009,2026-09-21,"[02:00,03:00)",620,347
R010C018,2026-09-21,"[18:00,19:00)",36385,28383
R007C008,2026-09-21,"[03:00,04:00)",3165,2640
R002C019,2026-09-21,"[18:00,19:00)",17025,14316
R010C012,2026-09-21,"[08:00,09:00)",51133,45710
R019C004,2026-09-21,"[22:00,23:00)",1123,751
R004C008,2026-09-21,"[03:00,04:00)",311,290
R021C010,2026-09-21,"[04:00,05:00)",511,431
R015C018,2026-09-21,"[22:00,23:00)",5878,5194
R004C013,2026-09-21,"[17:00,18:00)",7715,5987
R015C013,2026-09-21,"[13:00,14:00)",18321,14230
R014C017,2026-09-21,"[16:00,17:00)",25150,20281
R012C008,2026-09-21,"[13:00,14:00)",48012,35984
R014C014,2026-09-21,"[05:00,06:00)",5276,4377
R017C008,2026-09-21,"[08:00,09:00)",3319,3109
R001C021,2026-09-21,"[05:00,06:00)",2904,2667
R012C003,2026-09-21,"[21:00,22:00)",14627,9990
R010C016,2026-09-21,"[18:00,19:00)",48660,37039
R022C004,2026-09-21,"[09:00,10:00)",28,28
R007C011,2026-09-21,"[11:00,12:00)",13126,9589
R023C009,2026-09-21,"[06:00,07:00)",3056,2345
R018C001,2026-09-21,"[07:00,08:00)",297,243
R012C018,2026-09-21,"[19:00,20:00)",19602,15870
R003C008,2026-09-21,"[21:00,22:00)",264,253
R010C006,2026-09-21,"[02:00,03:00)",2305,1554
R011C008,2026-09-21,"[13:00,14:00)",94715,65445
R011C010,2026-09-21,"[02:00,03:00)",9568,5125
R022C013,2026-09-21,"[20:00,21:00)",1492,1265
R018C000,2026-09-21,"[16:00,17:00)",84,84
R015C005,2026-09-21,"[22:00,23:00)",162,122
R009C001,2026-09-21,"[08:00,09:00)",4368,4292
R021C013,2026-09-21,"[11:00,12:00)",4450,2914
R016C010,2026-09-21,"[07:00,08:00)",43671,33911
R013C010,2026-09-21,"[19:00,20:00)",46585,33340
R015C020,2026-09-21,"[03:00,04:00)",248,184
R015C019,2026-09-21,"[12:00,13:00)",10460,9542
R014C009,2026-09-21,"[19:00,20:00)",14906,11676
R011C002,2026-09-21,"[08:00,09:00)",47960,38724
R022C009,2026-09-21,"[05:00,06:00)",1487,1077
R009C013,2026-09-21,"[04:00,05:00)",2775,2224
R013C005,2026-09-21,"[14:00,15:00)",13455,9023
R008C005,2026-09-21,"[20:00,21:00)",41063,31352
R018C011,2026-09-21,"[20:00,21:00)",4872,4438
R005C017,2026-09-21,"[16:00,17:00)",12412,10521
R006C007,2026-09-21,"[12:00,13:00)",29526,20463
R017C009,2026-09-21,"[13:00,14:00)",5777,3963
R025C011,2026-09-21,"[07:00,08:00)",3876,3515
R003C016,2026-09-21,"[11:00,12:00)",2342,1791
R008C016,2026-09-21,"[14:00,15:00)",7818,5940
R004C014,2026-09-21,"[07:00,08:00)",1833,1486
R006C011,2026-09-21,"[10:00,11:00)",28236,22855
R023C005,2026-09-21,"[17:00,18:00)",2036,1996
R013C010,2026-09-21,"[18:00,19:00)",64763,47364
R009C015,2026-09-21,"[09:00,10:00)",42057,32489
R013C006,2026-09-21,"[06:00,07:00)",9495,7506
R003C009,2026-09-21,"[07:00,08:00)",640,640
R018C008,2026-09-21,"[19:00,20:00)",1605,1229
R020C007,2026-09-21,"[09:00,10:00)",5567,3060
R009C005,2026-09-21,"[03:00,04:00)",2500,2041
R006C010,2026-09-21,"[09:00,10:00)",23714,19678
R011C000,2026-09-21,"[20:00,21:00)",18271,17598
R008C016,2026-09-21,"[12:00,13:00)",7667,5839
R008C006,2026-09-21,"[10:00,11:00)",42703,35042
R006C016,2026-09-21,"[23:00,00:00)",1340,1051
R011C000,2026-09-21,"[19:00,20:00)",25572,24686
R007C010,2026-09-21,"[15:00,16:00)",34509,26192
R006C012,2026-09-21,"[17:00,18:00)",35289,33311
R004C010,2026-09-21,"[10:00,11:00)",987,909
R008C017,2026-09-21,"[09:00,10:00)",1501,1283
R020C006,2026-09-21,"[11:00,12:00)",4157,2493
R021C011,2026-09-21,"[18:00,19:00)",4232,4136
R015C015,2026-09-21,"[15:00,16:00)",41099,32402
R021C003,2026-09-21,"[16:00,17:00)",20,20
R018C005,2026-09-21,"[20:00,21:00)",927,754
R010C011,2026-09-21,"[19:00,20:00)",74882,54701
R015C001,2026-09-21,"[16:00,17:00)",621,566
R015C004,2026-09-21,"[10:00,11:00)",5321,3844
R010C018,2026-09-21,"[03:00,04:00)",1273,1126
R013C019,2026-09-21,"[07:00,08:00)",1913,1565
R006C017,2026-09-21,"[08:00,09:00)",12769,9191
R021C012,2026-09-21,"[10:00,11:00)",1326,1210
R014C007,2026-09-21,"[15:00,16:00)",8733,6163
R004C013,2026-09-21,"[04:00,05:00)",483,352
R018C008,2026-09-21,"[21:00,22:00)",921,693
R009C011,2026-09-21,"[10:00,11:00)",81714,64096
R009C009,2026-09-21,"[02:00,03:00)",2938,2171
R005C015,2026-09-21,"[11:00,12:00)",24601,17151
R008C011,2026-09-21,"[19:00,20:00)",12837,12052
R009C004,2026-09-21,"[06:00,07:00)",17119,15359
R024C006,2026-09-21,"[12:00,13:00)",735,439
R014C019,2026-09-21,"[20:00,21:00)",3338,2037
R014C003,2026-09-21,"[19:00,20:00)",761,750
R018C007,2026-09-21,"[12:00,13:00)",5455,4463
R010C017,2026-09-21,"[11:00,12:00)",38837,27992
R008C017,2026-09-21,"[07:00,08:00)",1618,1522
R012C005,2026-09-21,"[07:00,08:00)",22758,18059
R013C011,2026-09-21,"[15:00,16:00)",107008,81285
R014C013,2026-09-21,"[03:00,04:00)",2086,1552
R018C009,2026-09-21,"[10:00,11:00)",6521,3792
R021C015,2026-09-21,"[16:00,17:00)",104,92
R013C004,2026-09-21,"[18:00,19:00)",11598,9962
R013C021,2026-09-21,"[03:00,04:00)",207,155
R023C010,2026-09-21,"[23:00,00:00)",250,178
R006C011,2026-09-21,"[08:00,09:00)",48921,41715
R013C021,2026-09-21,"[23:00,00:00)",210,182
R015C010,2026-09-21,"[19:00,20:00)",21467,16210
R013C012,2026-09-21,"[23:00,00:00)",11967,9946
R023C011,2026-09-21,"[03:00,04:00)",84,64
R004C011,2026-09-21,"[10:00,11:00)",19457,15097
R010C017,2026-09-21,"[03:00,04:00)",2219,1872
R015C010,2026-09-21,"[08:00,09:00)",39862,31241
R013C010,2026-09-21,"[03:00,04:00)",1382,1019
R012C010,2026-09-21,"[10:00,11:00)",120584,83023
R019C005,2026-09-21,"[12:00,13:00)",7733,5406
R015C001,2026-09-21,"[07:00,08:00)",605,583
R002C019,2026-09-21,"[16:00,17:00)",19514,16493
R016C013,2026-09-21,"[04:00,05:00)",144,132
R011C003,2026-09-21,"[06:00,07:00)",10689,8291
R009C005,2026-09-21,"[11:00,12:00)",59593,41342
R011C011,2026-09-21,"[06:00,07:00)",29757,23985
R014C015,2026-09-21,"[11:00,12:00)",41147,29824
R011C008,2026-09-21,"[22:00,23:00)",21309,17205
R021C007,2026-09-21,"[15:00,16:00)",997,783
R020C012,2026-09-21,"[23:00,00:00)",615,354
R007C005,2026-09-21,"[08:00,09:00)",33820,22183
R018C008,2026-09-21,"[23:00,00:00)",378,252
R019C003,2026-09-21,"[04:00,05:00)",91,67
R016C013,2026-09-21,"[19:00,20:00)",4901,4175
R004C015,2026-09-21,"[10:00,11:00)",7532,5324
R016C017,2026-09-21,"[06:00,07:00)",5683,5464
R006C013,2026-09-21,"[04:00,05:00)",1109,927
R005C015,2026-09-21,"[08:00,09:00)",35946,27022
R007C006,2026-09-21,"[11:00,12:00)",15885,11937
R013C005,2026-09-21,"[18:00,19:00)",9508,7638
R006C006,2026-09-21,"[21:00,22:00)",6003,4656
R017C008,2026-09-21,"[21:00,22:00)",776,654
R013C017,2026-09-21,"[12:00,13:00)",20246,14968
R023C011,2026-09-21,"[07:00,08:00)",8823,7384
R009C000,2026-09-21,"[04:00,05:00)",248,228
R012C004,2026-09-21,"[19:00,20:00)",32580,21621
R025C008,2026-09-21,"[23:00,00:00)",278,190
R016C008,2026-09-21,"[10:00,11:00)",6040,3974
R011C016,2026-09-21,"[08:00,09:00)",41539,31289
R013C007,2026-09-21,"[03:00,04:00)",684,378
R021C009,2026-09-21,"[20:00,21:00)",9487,7474
R014C013,2026-09-21,"[12:00,13:00)",50075,40715
R023C007,2026-09-21,"[10:00,11:00)",2044,1304
R014C005,2026-09-21,"[02:00,03:00)",454,241
R016C018,2026-09-21,"[19:00,20:00)",20639,18681
R003C011,2026-09-21,"[17:00,18:00)",14765,11936
R025C011,2026-09-21,"[11:00,12:00)",2039,1391
R008C017,2026-09-21,"[13:00,14:00)",1501,1243
R005C009,2026-09-21,"[16:00,17:00)",7147,5326
R009C007,2026-09-21,"[13:00,14:00)",58381,41270
R007C010,2026-09-21,"[08:00,09:00)",36553,29293
R017C019,2026-09-21,"[14:00,15:00)",16707,13971
R019C002,2026-09-21,"[19:00,20:00)",1451,974
R013C014,2026-09-21,"[05:00,06:00)",3244,2616
R003C016,2026-09-21,"[03:00,04:00)",47,36
R005C013,2026-09-21,"[11:00,12:00)",3026,2197
R005C015,2026-09-21,"[12:00,13:00)",28731,19234
R012C020,2026-09-21,"[09:00,10:00)",3798,3686
R024C008,2026-09-21,"[08:00,09:00)",3657,2842
R015C015,2026-09-21,"[06:00,07:00)",12537,11211
R017C001,2026-09-21,"[13:00,14:00)",176,176
R011C001,2026-09-21,"[20:00,21:00)",21386,19071
R003C015,2026-09-21,"[20:00,21:00)",1358,817
R012C004,2026-09-21,"[18:00,19:00)",41377,28067
R019C004,2026-09-21,"[15:00,16:00)",5248,3584
R021C014,2026-09-21,"[20:00,21:00)",329,246
R006C012,2026-09-21,"[20:00,21:00)",13009,11687
R020C015,2026-09-21,"[18:00,19:00)",232,203
R023C004,2026-09-21,"[20:00,21:00)",48,40
R017C013,2026-09-21,"[08:00,09:00)",7083,5033
R021C004,2026-09-21,"[17:00,18:00)",1890,1589
R005C006,2026-09-21,"[09:00,10:00)",10780,8265
R003C010,2026-09-21,"[20:00,21:00)",3389,2514
R020C012,2026-09-21,"[18:00,19:00)",3164,2490
R016C008,2026-09-21,"[22:00,23:00)",1110,817
R004C007,2026-09-21,"[03:00,04:00)",963,735
R016C005,2026-09-21,"[12:00,13:00)",1472,1149
R025C007,2026-09-21,"[14:00,15:00)",80,40
R017C018,2026-09-21,"[16:00,17:00)",6217,5887
R005C011,2026-09-21,"[14:00,15:00)",33088,25736
R014C019,2026-09-21,"[18:00,19:00)",4808,3619
R004C017,2026-09-21,"[06:00,07:00)",11219,9174
R017C002,2026-09-21,"[09:00,10:00)",281,246
R019C005,2026-09-21,"[14:00,15:00)",7477,5087
R015C019,2026-09-21,"[06:00,07:00)",5748,5446
R014C013,2026-09-21,"[18:00,19:00)",67513,55982
R012C010,2026-09-21,"[13:00,14:00)",146383,96395
R019C015,2026-09-21,"[17:00,18:00)",3109,2731
R012C018,2026-09-21,"[10:00,11:00)",16757,13939
R015C013,2026-09-21,"[06:00,07:00)",6051,5252
R008C005,2026-09-21,"[11:00,12:00)",66936,49004
R019C015,2026-09-21,"[10:00,11:00)",1887,1546
R019C006,2026-09-21,"[18:00,19:00)",7346,5601
R016C004,2026-09-21,"[18:00,19:00)",3652,3002
R008C017,2026-09-21,"[03:00,04:00)",12,12
R016C000,2026-09-21,"[23:00,00:00)",11,11
R014C013,2026-09-21,"[02:00,03:00)",2443,1750
R017C013,2026-09-21,"[23:00,00:00)",676,446
R008C016,2026-09-21,"[20:00,21:00)",3379,2763
R010C001,2026-09-21,"[07:00,08:00)",36792,34462
R010C003,2026-09-21,"[04:00,05:00)",2134,1623
R023C012,2026-09-21,"[08:00,09:00)",7610,7036
R004C015,2026-09-21,"[04:00,05:00)",655,392
R015C016,2026-09-21,"[18:00,19:00)",44146,33619
R020C005,2026-09-21,"[08:00,09:00)",9025,6839
R017C004,2026-09-21,"[18:00,19:00)",2025,1999
R011C014,2026-09-21,"[08:00,09:00)",86938,67216
R025C008,2026-09-21,"[06:00,07:00)",36,24
R016C015,2026-09-21,"[08:00,09:00)",623,588
R017C009,2026-09-21,"[05:00,06:00)",818,561
