area_id,date,time_slice,passers_by,unique_passers_by
R011C013,2026-09-21,"[14:00,15:00)",67410,52498
R017C002,2026-09-21,"[05:00,06:00)",32,32
R012C006,2026-09-21,"[23:00,00:00)",4210,3233
R012C018,2026-09-21,"[06:00,07:00)",7382,6513
R005C012,2026-09-21,"[20:00,21:00)",13316,10815
R010C013,2026-09-21,"[13:00,14:00)",43634,34207
R011C008,2026-09-21,"[12:00,13:00)",97331,67942
R016C018,2026-09-21,"[20:00,21:00)",14936,13580
R003C013,2026-09-21,"[22:00,23:00)",5045,4207
R016C003,2026-09-21,"[17:00,18:00)",382,382
R014C017,2026-09-21,"[20:00,21:00)",14660,11608
R014C002,2026-09-21,"[09:00,10:00)",3110,2212
R003C011,2026-09-21,"[02:00,03:00)",561,265
R011C015,2026-09-21,"[11:00,12:00)",26735,19412
R009C018,2026-09-21,"[13:00,14:00)",5522,4721
R016C005,2026-09-21,"[06:00,07:00)",1084,941
R010C013,2026-09-21,"[09:00,10:00)",43918,35866
R019C013,2026-09-21,"[15:00,16:00)",2322,1770
R012C009,2026-09-21,"[04:00,05:00)",3419,2665
R011C000,2026-09-21,"[08:00,09:00)",43501,41632
R012C020,2026-09-21,"[02:00,03:00)",56,56
R017C006,2026-09-21,"[07:00,08:00)",1292,1280
R007C008,2026-09-21,"[22:00,23:00)",14527,11967
R012C002,2026-09-21,"[02:00,03:00)",606,389
R014C008,2026-09-21,"[13:00,14:00)",5817,4287
R014C017,2026-09-21,"[03:00,04:00)",651,480
R020C010,2026-09-21,"[12:00,13:00)",21344,14858
R016C009,2026-09-21,"[15:00,16:00)",8128,6379
R013C008,2026-09-21,"[14:00,15:00)",7166,6274
R013C004,2026-09-21,"[19:00,20:00)",8834,7263
R014C012,2026-09-21,"[14:00,15:00)",60232,45856
R005C012,2026-09-21,"[23:00,00:00)",2612,2028
R017C011,2026-09-21,"[08:00,09:00)",12662,11576
R007C006,2026-09-21,"[12:00,13:00)",17772,13341
R003C019,2026-09-21,"[12:00,13:00)",2966,2954
R003C013,2026-09-21,"[05:00,06:00)",1844,1594
R019C002,2026-09-21,"[23:00,00:00)",245,186
R015C019,2026-09-21,"[17:00,18:00)",15153,14063
R022C003,2026-09-21,"[17:00,18:00)",20,20
R014C015,2026-09-21,"[04:00,05:00)",1598,1373
R020C014,2026-09-21,"[23:00,00:00)",332,209
R017C009,2026-09-21,"[16:00,17:00)",11004,8679
R003C018,2026-09-21,"[11:00,12:00)",11493,9822
R006C009,2026-09-21,"[02:00,03:00)",1105,670
R024C008,2026-09-21,"[02:00,03:00)",238,135
R012C012,2026-09-21,"[21:00,22:00)",33256,27178
R008C008,2026-09-21,"[11:00,12:00)",40176,32940
R012C010,2026-09-21,"[19:00,20:00)",122684,85934
R009C016,2026-09-21,"[21:00,22:00)",11233,9571
R005C015,2026-09-21,"[15:00,16:00)",33443,23446
R008C012,2026-09-21,"[18:00,19:00)",59806,51666
R011C015,2026-09-21,"[21:00,22:00)",13980,10899
R014C011,2026-09-21,"[22:00,23:00)",9273,7168
R010C000,2026-09-21,"[18:00,19:00)",14565,13179
R008C006,2026-09-21,"[05:00,06:00)",7875,6568
R021C004,2026-09-21,"[04:00,05:00)",12,12
R017C011,2026-09-21,"[11:00,12:00)",6720,6214
R024C011,2026-09-21,"[07:00,08:00)",2354,1920
R021C009,2026-09-21,"[10:00,11:00)",9780,7318
R010C011,2026-09-21,"[09:00,10:00)",85047,62390
R019C012,2026-09-21,"[20:00,21:00)",3261,2459
R003C010,2026-09-21,"[21:00,22:00)",1938,1457
R012C001,2026-09-21,"[09:00,10:00)",8660,7564
R005C017,2026-09-21,"[02:00,03:00)",442,243
R017C009,2026-09-21,"[20:00,21:00)",2256,1733
R011C011,2026-09-21,"[13:00,14:00)",108007,76271
R003C007,2026-09-21,"[21:00,22:00)",5917,5500
R017C012,2026-09-21,"[06:00,07:00)",1730,1398
R017C003,2026-09-21,"[13:00,14:00)",181,150
R010C018,2026-09-21,"[02:00,03:00)",1181,992
R015C010,2026-09-21,"[18:00,19:00)",30674,23559
R011C009,2026-09-21,"[23:00,00:00)",23253,17577
R003C016,2026-09-21,"[13:00,14:00)",2516,1906
R016C019,2026-09-21,"[15:00,16:00)",35597,30103
R017C004,2026-09-21,"[21:00,22:00)",486,486
R005C007,2026-09-21,"[12:00,13:00)",20009,15371
R011C015,2026-09-21,"[07:00,08:00)",38478,31313
R024C009,2026-09-21,"[03:00,04:00)",167,87
R004C010,2026-09-21,"[09:00,10:00)",1164,1037
R008C003,2026-09-21,"[09:00,10:00)",41969,35235
R003C013,2026-09-21,"[09:00,10:00)",15865,13851
R006C011,2026-09-21,"[14:00,15:00)",31808,26239
R017C016,2026-09-21,"[19:00,20:00)",3100,2314
R006C014,2026-09-21,"[05:00,06:00)",6530,5202
R004C014,2026-09-21,"[05:00,06:00)",221,139
R002C019,2026-09-21,"[21:00,22:00)",6440,5415
R011C005,2026-09-21,"[22:00,23:00)",9167,7054
R024C004,2026-09-21,"[19:00,20:00)",20,20
R014C017,2026-09-21,"[15:00,16:00)",26209,20751
R023C010,2026-09-21,"[13:00,14:00)",1112,952
R011C009,2026-09-21,"[05:00,06:00)",13344,10258
R016C007,2026-09-21,"[17:00,18:00)",3753,3398
R023C006,2026-09-21,"[21:00,22:00)",538,396
R018C007,2026-09-21,"[16:00,17:00)",8564,8000
R012C003,2026-09-21,"[18:00,19:00)",37777,26398
R018C012,2026-09-21,"[04:00,05:00)",127,91
R024C009,2026-09-21,"[21:00,22:00)",1318,1023
R019C008,2026-09-21,"[06:00,07:00)",1594,1427
R015C018,2026-09-21,"[13:00,14:00)",21869,18745
R009C015,2026-09-21,"[21:00,22:00)",19869,14979
R018C000,2026-09-21,"[06:00,07:00)",119,119
R018C002,2026-09-21,"[09:00,10:00)",1098,779
R018C017,2026-09-21,"[07:00,08:00)",500,412
R002C019,2026-09-21,"[06:00,07:00)",6281,5613
R020C010,2026-09-21,"[05:00,06:00)",3513,2571
R019C015,2026-09-21,"[23:00,00:00)",202,162
R011C003,2026-09-21,"[15:00,16:00)",27760,20539
R012C007,2026-09-21,"[03:00,04:00)",980,706
R015C020,2026-09-21,"[16:00,17:00)",4776,3837
R019C015,2026-09-21,"[16:00,17:00)",2231,2031
R012C019,2026-09-21,"[21:00,22:00)",1420,1365
R020C005,2026-09-21,"[03:00,04:00)",274,168
R012C014,2026-09-21,"[13:00,14:00)",56379,38643
R006C008,2026-09-21,"[15:00,16:00)",40148,29231
R003C015,2026-09-21,"[19:00,20:00)",1621,1123
R010C009,2026-09-21,"[04:00,05:00)",5677,3890
R012C007,2026-09-21,"[07:00,08:00)",35610,24846
R007C015,2026-09-21,"[23:00,00:00)",1982,1587
R008C010,2026-09-21,"[19:00,20:00)",16656,14859
R020C009,2026-09-21,"[04:00,05:00)",1444,886
R008C008,2026-09-21,"[08:00,09:00)",63228,53712
R020C006,2026-09-21,"[06:00,07:00)",4160,2925
R013C003,2026-09-21,"[06:00,07:00)",4024,3378
R003C016,2026-09-21,"[16:00,17:00)",2946,2423
R009C002,2026-09-21,"[19:00,20:00)",17010,15088
R021C005,2026-09-21,"[02:00,03:00)",127,79
R014C003,2026-09-21,"[08:00,09:00)",1482,1414
R007C009,2026-09-21,"[15:00,16:00)",78444,59355
R012C007,2026-09-21,"[08:00,09:00)",37894,27126
R015C007,2026-09-21,"[07:00,08:00)",4921,4838
R011C013,2026-09-21,"[19:00,20:00)",60665,47174
R013C006,2026-09-21,"[14:00,15:00)",16918,11686
R024C005,2026-09-21,"[21:00,22:00)",12,12
R010C008,2026-09-21,"[17:00,18:00)",206795,147737
R006C012,2026-09-21,"[22:00,23:00)",5393,4895
R007C013,2026-09-21,"[08:00,09:00)",78800,65504
R016C002,2026-09-21,"[13:00,14:00)",95,75
R017C015,2026-09-21,"[20:00,21:00)",868,785
R010C003,2026-09-21,"[09:00,10:00)",39013,30013
R015C009,2026-09-21,"[11:00,12:00)",7340,4243
R012C007,2026-09-21,"[17:00,18:00)",33774,25517
R008C015,2026-09-21,"[03:00,04:00)",768,530
R008C014,2026-09-21,"[23:00,00:00)",7511,6613
R009C008,2026-09-21,"[22:00,23:00)",11835,10021
R017C006,2026-09-21,"[17:00,18:00)",1179,1147
R003C019,2026-09-21,"[07:00,08:00)",8717,8650
R018C001,2026-09-21,"[16:00,17:00)",516,469
R012C004,2026-09-21,"[06:00,07:00)",10558,7976
R018C006,2026-09-21,"[04:00,05:00)",321,182
R009C017,2026-09-21,"[19:00,20:00)",16716,13748
R010C018,2026-09-21,"[17:00,18:00)",41845,32774
R011C016,2026-09-21,"[20:00,21:00)",13144,10278
R010C008,2026-09-21,"[12:00,13:00)",137110,98207
R003C013,2026-09-21,"[10:00,11:00)",13638,11600
R024C011,2026-09-21,"[23:00,00:00)",141,121
R021C011,2026-09-21,"[06:00,07:00)",1221,1149
R018C005,2026-09-21,"[08:00,09:00)",1989,1700
R012C015,2026-09-21,"[04:00,05:00)",935,717
R019C011,2026-09-21,"[15:00,16:00)",23381,16885
R003C013,2026-09-21,"[21:00,22:00)",7647,6460
R019C012,2026-09-21,"[12:00,13:00)",3584,2726
R018C001,2026-09-21,"[02:00,03:00)",36,36
R007C015,2026-09-21,"[10:00,11:00)",17512,13273
R008C005,2026-09-21,"[12:00,13:00)",78065,54744
R006C008,2026-09-21,"[10:00,11:00)",28602,21192
R003C018,2026-09-21,"[20:00,21:00)",7202,6611
R016C019,2026-09-21,"[14:00,15:00)",32679,27528
R018C016,2026-09-21,"[14:00,15:00)",1700,1542
R017C003,2026-09-21,"[22:00,23:00)",12,12
R011C006,2026-09-21,"[16:00,17:00)",69016,51598
R004C013,2026-09-21,"[10:00,11:00)",4671,3582
R015C015,2026-09-21,"[11:00,12:00)",30370,23936
R019C001,2026-09-21,"[15:00,16:00)",24,24
R020C011,2026-09-21,"[12:00,13:00)",11901,9551
R014C016,2026-09-21,"[06:00,07:00)",6892,6171
R005C006,2026-09-21,"[19:00,20:00)",14578,9830
R009C010,2026-09-21,"[23:00,00:00)",15338,12565
R015C017,2026-09-21,"[21:00,22:00)",21119,16450
R010C012,2026-09-21,"[23:00,00:00)",5020,4270
R018C012,2026-09-21,"[15:00,16:00)",2607,1834
R012C008,2026-09-21,"[16:00,17:00)",69894,53038
R022C004,2026-09-21,"[15:00,16:00)",21,21
R009C014,2026-09-21,"[20:00,21:00)",43551,34119
R017C001,2026-09-21,"[08:00,09:00)",86,74
R021C005,2026-09-21,"[16:00,17:00)",1339,1041
R018C005,2026-09-21,"[04:00,05:00)",206,147
R012C020,2026-09-21,"[11:00,12:00)",2858,2790
R004C009,2026-09-21,"[09:00,10:00)",721,492
R007C016,2026-09-21,"[23:00,00:00)",305,259
R011C008,2026-09-21,"[14:00,15:00)",97808,69420
R006C012,2026-09-21,"[08:00,09:00)",33432,31512
R018C005,2026-09-21,"[23:00,00:00)",162,150
R009C002,2026-09-21,"[17:00,18:00)",30561,27060
R002C019,2026-09-21,"[10:00,11:00)",12658,10158
R015C003,2026-09-21,"[02:00,03:00)",12,12
R007C008,2026-09-21,"[09:00,10:00)",64182,52451
R024C009,2026-09-21,"[16:00,17:00)",4147,3343
R018C000,2026-09-21,"[11:00,12:00)",150,118
R003C016,2026-09-21,"[21:00,22:00)",1353,1065
R019C006,2026-09-21,"[06:00,07:00)",6898,5542
R013C019,2026-09-21,"[21:00,22:00)",1205,790
R011C003,2026-09-21,"[12:00,13:00)",20517,14761
R012C013,2026-09-21,"[16:00,17:00)",83595,60641
R022C011,2026-09-21,"[19:00,20:00)",5374,4978
R006C017,2026-09-21,"[17:00,18:00)",9658,7434
R017C014,2026-09-21,"[09:00,10:00)",781,644
R021C007,2026-09-21,"[16:00,17:00)",3545,3192
R005C009,2026-09-21,"[02:00,03:00)",530,296
R008C009,2026-09-21,"[13:00,14:00)",78069,58028
R011C007,2026-09-21,"[03:00,04:00)",2900,1974
R015C012,2026-09-21,"[16:00,17:00)",37044,30369
R004C017,2026-09-21,"[16:00,17:00)",32325,25413
R009C018,2026-09-21,"[12:00,13:00)",4975,4354
R003C013,2026-09-21,"[19:00,20:00)",14243,12036
R009C011,2026-09-21,"[06:00,07:00)",33536,28599
R005C014,2026-09-21,"[10:00,11:00)",15131,11741
R008C011,2026-09-21,"[06:00,07:00)",7299,7083
R022C006,2026-09-21,"[21:00,22:00)",876,456
R003C011,2026-09-21,"[15:00,16:00)",10261,7790
R009C002,2026-09-21,"[23:00,00:00)",2698,2439
R017C010,2026-09-21,"[02:00,03:00)",520,405
R015C000,2026-09-21,"[06:00,07:00)",77,77
R024C009,2026-09-21,"[08:00,09:00)",5328,4280
R018C005,2026-09-21,"[15:00,16:00)",1557,1366
R003C015,2026-09-21,"[02:00,03:00)",67,67
R014C014,2026-09-21,"[16:00,17:00)",70805,54432
R012C001,2026-09-21,"[12:00,13:00)",7995,6726
R008C004,2026-09-21,"[02:00,03:00)",3835,2542
R012C006,2026-09-21,"[05:00,06:00)",4072,2924
R012C013,2026-09-21,"[12:00,13:00)",58142,41249
R005C012,2026-09-21,"[04:00,05:00)",1244,884
R005C007,2026-09-21,"[06:00,07:00)",10297,9116
R009C009,2026-09-21,"[13:00,14:00)",73675,59572
R022C008,2026-09-21,"[06:00,07:00)",3456,2135
R009C012,2026-09-21,"[09:00,10:00)",56974,49117
R018C014,2026-09-21,"[12:00,13:00)",1949,1395
R008C009,2026-09-21,"[04:00,05:00)",4347,3579
R001C020,2026-09-21,"[12:00,13:00)",12996,11395
R016C002,2026-09-21,"[09:00,10:00)",158,158
R021C013,2026-09-21,"[13:00,14:00)",4466,3156
R020C003,2026-09-21,"[23:00,00:00)",79,79
R016C008,2026-09-21,"[04:00,05:00)",333,238
R005C006,2026-09-21,"[22:00,23:00)",2762,2019
R008C011,2026-09-21,"[02:00,03:00)",713,657
R006C014,2026-09-21,"[06:00,07:00)",19659,16263
R014C008,2026-09-21,"[19:00,20:00)",3539,2728
R012C017,2026-09-21,"[19:00,20:00)",37319,26621
R015C017,2026-09-21,"[22:00,23:00)",11420,9032
R020C003,2026-09-21,"[09:00,10:00)",327,327
R013C014,2026-09-21,"[13:00,14:00)",37858,28930
R020C007,2026-09-21,"[19:00,20:00)",2821,1669
R020C004,2026-09-21,"[16:00,17:00)",4696,3271
R008C014,2026-09-21,"[04:00,05:00)",2936,2525
R008C013,2026-09-21,"[03:00,04:00)",4507,3476
R013C011,2026-09-21,"[16:00,17:00)",124371,94167
R004C007,2026-09-21,"[02:00,03:00)",793,485
R006C016,2026-09-21,"[15:00,16:00)",12908,11448
R016C014,2026-09-21,"[23:00,00:00)",61,47
R011C015,2026-09-21,"[05:00,06:00)",4088,3156
R009C007,2026-09-21,"[16:00,17:00)",79378,58732
R018C014,2026-09-21,"[18:00,19:00)",2665,2082
R003C011,2026-09-21,"[18:00,19:00)",13614,10520
R015C013,2026-09-21,"[10:00,11:00)",14879,11622
R006C009,2026-09-21,"[20:00,21:00)",12873,9632
R016C008,2026-09-21,"[08:00,09:00)",6373,4901
R005C008,2026-09-21,"[17:00,18:00)",33309,25233
R003C016,2026-09-21,"[23:00,00:00)",482,422
R018C007,2026-09-21,"[21:00,22:00)",2067,1808
R012C001,2026-09-21,"[06:00,07:00)",3107,2709
R001C021,2026-09-21,"[07:00,08:00)",34151,30815
R020C011,2026-09-21,"[23:00,00:00)",2091,1556
R012C014,2026-09-21,"[16:00,17:00)",76441,54275
R011C017,2026-09-21,"[07:00,08:00)",41398,34468
R008C011,2026-09-21,"[11:00,12:00)",16343,14679
R014C004,2026-09-21,"[03:00,04:00)",208,149
R008C003,2026-09-21,"[03:00,04:00)",3851,3187
R012C012,2026-09-21,"[02:00,03:00)",2177,1422
R018C001,2026-09-21,"[17:00,18:00)",2668,2182
R017C005,2026-09-21,"[08:00,09:00)",1612,1340
R015C017,2026-09-21,"[04:00,05:00)",2659,2086
R011C014,2026-09-21,"[11:00,12:00)",48319,35836
R011C002,2026-09-21,"[09:00,10:00)",34448,27447
R014C020,2026-09-21,"[03:00,04:00)",147,91
R011C002,2026-09-21,"[22:00,23:00)",8385,7058
R014C011,2026-09-21,"[18:00,19:00)",47358,37491
R007C011,2026-09-21,"[05:00,06:00)",2281,1544
R012C009,2026-09-21,"[10:00,11:00)",105276,71117
R011C010,2026-09-21,"[04:00,05:00)",8379,5521
R008C009,2026-09-21,"[18:00,19:00)",79869,63012
R017C019,2026-09-21,"[13:00,14:00)",15007,11889
R013C021,2026-09-21,"[16:00,17:00)",2716,2496
R012C005,2026-09-21,"[10:00,11:00)",22989,15407
R014C012,2026-09-21,"[05:00,06:00)",5640,4591
R005C010,2026-09-21,"[16:00,17:00)",14638,12924
R017C011,2026-09-21,"[16:00,17:00)",10534,9716
R010C014,2026-09-21,"[05:00,06:00)",6321,4699
R011C018,2026-09-21,"[19:00,20:00)",40351,26869
R005C009,2026-09-21,"[20:00,21:00)",4494,3334
R013C008,2026-09-21,"[05:00,06:00)",998,907
R015C012,2026-09-21,"[23:00,00:00)",3412,2891
R014C003,2026-09-21,"[05:00,06:00)",79,79
R009C010,2026-09-21,"[02:00,03:00)",5117,3438
R011C003,2026-09-21,"[04:00,05:00)",961,762
R025C008,2026-09-21,"[03:00,04:00)",12,12
R014C015,2026-09-21,"[20:00,21:00)",35344,25174
R005C014,2026-09-21,"[17:00,18:00)",21513,17180
R010C013,2026-09-21,"[10:00,11:00)",36002,29090
R006C012,2026-09-21,"[11:00,12:00)",21068,19101
R014C013,2026-09-21,"[11:00,12:00)",46946,38440
R016C020,2026-09-21,"[07:00,08:00)",33244,29239
R018C010,2026-09-21,"[13:00,14:00)",17785,14127
R016C003,2026-09-21,"[10:00,11:00)",445,388
R014C012,2026-09-21,"[13:00,14:00)",59470,44879
R012C019,2026-09-21,"[05:00,06:00)",295,295
R011C003,2026-09-21,"[03:00,04:00)",840,668
R015C006,2026-09-21,"[08:00,09:00)",1005,935
R004C012,2026-09-21,"[23:00,00:00)",2880,2443
R013C007,2026-09-21,"[12:00,13:00)",13065,9185
R018C003,2026-09-21,"[21:00,22:00)",91,91
R018C013,2026-09-21,"[20:00,21:00)",427,340
R017C014,2026-09-21,"[13:00,14:00)",837,688
R004C015,2026-09-21,"[20:00,21:00)",4370,3159
R018C010,2026-09-21,"[22:00,23:00)",4130,3547
R011C006,2026-09-21,"[23:00,00:00)",7561,6044
R010C003,2026-09-21,"[15:00,16:00)",46538,37115
R011C006,2026-09-21,"[03:00,04:00)",1356,917
R011C010,2026-09-21,"[21:00,22:00)",112104,75076
R011C000,2026-09-21,"[10:00,11:00)",26335,25402
R015C003,2026-09-21,"[21:00,22:00)",517,472
R012C009,2026-09-21,"[05:00,06:00)",7509,6029
R009C011,2026-09-21,"[03:00,04:00)",4441,3360
R017C014,2026-09-21,"[23:00,00:00)",139,115
R025C008,2026-09-21,"[16:00,17:00)",880,546
R017C017,2026-09-21,"[23:00,00:00)",166,154
R018C014,2026-09-21,"[17:00,18:00)",1883,1661
R012C002,2026-09-21,"[18:00,19:00)",17449,13595
R008C004,2026-09-21,"[23:00,00:00)",13015,10092
R004C011,2026-09-21,"[14:00,15:00)",22586,17194
R012C008,2026-09-21,"[05:00,06:00)",3045,2451
R020C014,2026-09-21,"[02:00,03:00)",172,96
R004C010,2026-09-21,"[20:00,21:00)",938,824
R015C020,2026-09-21,"[10:00,11:00)",3297,2567
R011C007,2026-09-21,"[17:00,18:00)",109269,79332
R016C006,2026-09-21,"[04:00,05:00)",111,67
R019C005,2026-09-21,"[04:00,05:00)",669,443
R006C015,2026-09-21,"[06:00,07:00)",19075,15314
R009C000,2026-09-21,"[22:00,23:00)",227,227
R017C006,2026-09-21,"[11:00,12:00)",1012,976
R009C007,2026-09-21,"[07:00,08:00)",64315,51441
R017C011,2026-09-21,"[15:00,16:00)",9323,8478
R005C010,2026-09-21,"[03:00,04:00)",596,573
R010C012,2026-09-21,"[16:00,17:00)",49117,41457
R020C005,2026-09-21,"[07:00,08:00)",9069,6998
R011C012,2026-09-21,"[17:00,18:00)",73524,58985
R008C007,2026-09-21,"[05:00,06:00)",8221,6907
R009C006,2026-09-21,"[15:00,16:00)",63739,51524
R015C001,2026-09-21,"[20:00,21:00)",376,309
R018C015,2026-09-21,"[06:00,07:00)",2157,1633
R006C011,2026-09-21,"[09:00,10:00)",34445,28469
R016C017,2026-09-21,"[04:00,05:00)",711,687
R024C009,2026-09-21,"[18:00,19:00)",5374,4346
R008C014,2026-09-21,"[10:00,11:00)",53054,43547
R011C018,2026-09-21,"[16:00,17:00)",44898,31917
R016C020,2026-09-21,"[02:00,03:00)",1326,1026
R014C019,2026-09-21,"[02:00,03:00)",329,222
R018C013,2026-09-21,"[02:00,03:00)",36,24
R018C011,2026-09-21,"[09:00,10:00)",7088,6570
R011C011,2026-09-21,"[07:00,08:00)",98672,79428
R005C010,2026-09-21,"[07:00,08:00)",14937,13556
R016C017,2026-09-21,"[12:00,13:00)",11784,10848
R017C018,2026-09-21,"[20:00,21:00)",2745,2558
R021C008,2026-09-21,"[17:00,18:00)",7625,6206
R020C015,2026-09-21,"[05:00,06:00)",47,47
R007C017,2026-09-21,"[06:00,07:00)",3664,3258
R021C007,2026-09-21,"[12:00,13:00)",1130,733
R010C017,2026-09-21,"[22:00,23:00)",9902,7394
R024C005,2026-09-21,"[12:00,13:00)",56,44
R011C015,2026-09-21,"[19:00,20:00)",31676,23295
R024C005,2026-09-21,"[15:00,16:00)",80,57
R011C010,2026-09-21,"[13:00,14:00)",246708,147974
R012C011,2026-09-21,"[06:00,07:00)",33492,26982
R012C004,2026-09-21,"[12:00,13:00)",32219,20308
R009C010,2026-09-21,"[11:00,12:00)",101737,73528
R020C008,2026-09-21,"[14:00,15:00)",13247,8255
R008C003,2026-09-21,"[21:00,22:00)",16982,14596
R009C003,2026-09-21,"[15:00,16:00)",53884,46585
R012C005,2026-09-21,"[21:00,22:00)",9846,7280
R007C006,2026-09-21,"[16:00,17:00)",26840,20620
R022C003,2026-09-21,"[11:00,12:00)",1,1
R019C003,2026-09-21,"[17:00,18:00)",3233,2995
R003C016,2026-09-21,"[12:00,13:00)",2916,2113
R015C003,2026-09-21,"[22:00,23:00)",210,210
R017C002,2026-09-21,"[18:00,19:00)",119,107
R007C013,2026-09-21,"[05:00,06:00)",7834,6565
R008C007,2026-09-21,"[20:00,21:00)",37407,29662
R005C016,2026-09-21,"[20:00,21:00)",11081,9560
R005C008,2026-09-21,"[13:00,14:00)",21140,15482
R012C012,2026-09-21,"[08:00,09:00)",91773,74359
R013C003,2026-09-21,"[16:00,17:00)",11315,9216
R012C014,2026-09-21,"[15:00,16:00)",69509,48030
R006C012,2026-09-21,"[05:00,06:00)",2287,2142
R015C013,2026-09-21,"[04:00,05:00)",859,586
R003C010,2026-09-21,"[09:00,10:00)",5636,3676
R019C013,2026-09-21,"[09:00,10:00)",2029,1589
R011C016,2026-09-21,"[06:00,07:00)",8911,6677
R015C006,2026-09-21,"[13:00,14:00)",924,830
R019C008,2026-09-21,"[04:00,05:00)",161,114
R015C001,2026-09-21,"[14:00,15:00)",485,389
R016C006,2026-09-21,"[20:00,21:00)",417,417
R008C016,2026-09-21,"[02:00,03:00)",244,185
R025C010,2026-09-21,"[12:00,13:00)",1582,1023
R013C003,2026-09-21,"[22:00,23:00)",2445,1841
R007C017,2026-09-21,"[19:00,20:00)",3007,2670
R012C010,2026-09-21,"[07:00,08:00)",129343,96983
R012C011,2026-09-21,"[03:00,04:00)",4473,2990
R014C017,2026-09-21,"[17:00,18:00)",26703,21736
R023C010,2026-09-21,"[10:00,11:00)",928,785
R024C011,2026-09-21,"[05:00,06:00)",275,242
R013C014,2026-09-21,"[16:00,17:00)",49448,39554
R018C009,2026-09-21,"[05:00,06:00)",1132,725
R018C004,2026-09-21,"[12:00,13:00)",2140,2017
R009C013,2026-09-21,"[17:00,18:00)",97501,77559
R012C007,2026-09-21,"[04:00,05:00)",1271,928
R025C011,2026-09-21,"[18:00,19:00)",3976,2965
R024C010,2026-09-21,"[19:00,20:00)",1004,873
R015C016,2026-09-21,"[19:00,20:00)",34433,26661
R011C012,2026-09-21,"[15:00,16:00)",60992,47836
R018C001,2026-09-21,"[10:00,11:00)",498,341
R005C014,2026-09-21,"[03:00,04:00)",1061,777
R015C005,2026-09-21,"[21:00,22:00)",348,321
R015C021,2026-09-21,"[08:00,09:00)",16342,13534
R010C000,2026-09-21,"[03:00,04:00)",689,653
R007C011,2026-09-21,"[07:00,08:00)",13252,11162
R003C013,2026-09-21,"[03:00,04:00)",1302,1080
R017C018,2026-09-21,"[11:00,12:00)",3577,3230
R003C018,2026-09-21,"[10:00,11:00)",11492,9941
R008C011,2026-09-21,"[20:00,21:00)",9934,9299
R018C017,2026-09-21,"[16:00,17:00)",438,391
R017C000,2026-09-21,"[10:00,11:00)",302,259
R018C009,2026-09-21,"[11:00,12:00)",6905,3995
R024C007,2026-09-21,"[18:00,19:00)",1118,809
R022C007,2026-09-21,"[11:00,12:00)",2668,1800
R001C019,2026-09-21,"[06:00,07:00)",11358,9074
R005C016,2026-09-21,"[23:00,00:00)",2252,1990
R011C016,2026-09-21,"[19:00,20:00)",19248,15311
R015C016,2026-09-21,"[20:00,21:00)",25605,19725
R017C013,2026-09-21,"[03:00,04:00)",95,59
R016C005,2026-09-21,"[14:00,15:00)",1559,1128
R013C003,2026-09-21,"[17:00,18:00)",12151,9772
R011C014,2026-09-21,"[02:00,03:00)",2794,1664
R023C006,2026-09-21,"[02:00,03:00)",315,124
R012C011,2026-09-21,"[10:00,11:00)",85671,65643
R021C004,2026-09-21,"[03:00,04:00)",52,32
R022C006,2026-09-21,"[02:00,03:00)",144,72
R021C009,2026-09-21,"[14:00,15:00)",11904,8964
R012C005,2026-09-21,"[15:00,16:00)",27032,18773
R024C010,2026-09-21,"[10:00,11:00)",809,638
R023C009,2026-09-21,"[12:00,13:00)",6126,4134
R013C011,2026-09-21,"[04:00,05:00)",3581,2708
R009C005,2026-09-21,"[08:00,09:00)",82119,58408
R017C003,2026-09-21,"[03:00,04:00)",23,23
R022C004,2026-09-21,"[08:00,09:00)",149,149
R003C017,2026-09-21,"[09:00,10:00)",15367,13058
R011C003,2026-09-21,"[09:00,10:00)",23990,17775
R015C017,2026-09-21,"[13:00,14:00)",41592,31089
R011C017,2026-09-21,"[03:00,04:00)",1629,1346
R014C010,2026-09-21,"[21:00,22:00)",15296,11482
R023C004,2026-09-21,"[10:00,11:00)",80,80
R009C016,2026-09-21,"[18:00,19:00)",28941,24426
R015C009,2026-09-21,"[15:00,16:00)",7407,4479
R011C008,2026-09-21,"[18:00,19:00)",97368,73382
R011C017,2026-09-21,"[10:00,11:00)",29975,23025
R002C018,2026-09-21,"[10:00,11:00)",14796,11831
R012C001,2026-09-21,"[13:00,14:00)",8916,7631
R006C015,2026-09-21,"[03:00,04:00)",1430,923
R022C012,2026-09-21,"[21:00,22:00)",1979,1725
R012C015,2026-09-21,"[13:00,14:00)",24364,20038
R004C017,2026-09-21,"[02:00,03:00)",641,387
R016C020,2026-09-21,"[15:00,16:00)",31480,24481
R004C015,2026-09-21,"[16:00,17:00)",9728,7050
R016C004,2026-09-21,"[22:00,23:00)",666,460
R010C015,2026-09-21,"[21:00,22:00)",21144,15398
R010C017,2026-09-21,"[05:00,06:00)",5508,4125
R019C010,2026-09-21,"[15:00,16:00)",25035,18528
R017C008,2026-09-21,"[15:00,16:00)",2990,2647
R009C001,2026-09-21,"[23:00,00:00)",481,425
R015C019,2026-09-21,"[13:00,14:00)",11147,10298
